x,y
-9.415348804484174e-11,2.5229018347069034e-11
0.0060330559971835725,-0.00197880476161284
0.011920763319885985,-0.004430501714212836
0.01788429709917968,-0.006708427271991084
0.023725951546534008,-0.00927938401299103
0.02963410270090234,-0.011700559052809131
0.03554128160800258,-0.014127698017172691
0.04146451155152967,-0.01651523858852441
0.04740843840594154,-0.018850682197217944
0.053377874288905926,-0.02111996757972173
0.05937508743946205,-0.023314681825342486
0.06540159112053168,-0.02542752713455688
0.0714569784646362,-0.027456083103510782
0.07754050977283597,-0.0293985866568585
0.08365054240769813,-0.03125608781734763
0.08978479219841999,-0.03303206505099012
0.09594239189772084,-0.034725273608365886
0.10212103374822731,-0.03634010128626778
0.10831825547644054,-0.03788215833725741
0.11453093638528294,-0.03936001591701284
0.12075768408946767,-0.040778653451460915
0.1269988823966889,-0.042133763393739795
0.13325318224968208,-0.04342514354632821
0.13952032147349117,-0.044652817069723606
0.14579962562195428,-0.04581670181226375
0.15209043723104437,-0.04691670508584769
0.1583921031283556,-0.04795272631025763
0.16470397151623345,-0.04892466205285787
0.17102539061829664,-0.04983241042911289
0.17735570797810818,-0.05067587431456226
0.1836942701440735,-0.0514549633872459
0.1900404225929392,-0.05216959520259264
0.196393509788561,-0.052819695537557186
0.20275287529850497,-0.05340519822076084
0.20911786190290724,-0.053926044632748533
0.21548781161387204,-0.054382183030550306
0.22186206540314182,-0.05477356782329306
0.22823996167404417,-0.05510015887922862
0.23462074235936822,-0.05536396921311835
0.24100384393346927,-0.05557101849181954
0.24738144137028567,-0.05573756007630851
0.25377276907330404,-0.05587721759544191
0.260157745435499,-0.05601117478688442
0.2665420410536598,-0.056173485126579034
0.27292425131398446,-0.05639886138315526
0.27930124758688596,-0.05673482512587327
0.2856672912072337,-0.05722999361928756
0.2920126208651309,-0.057935602720819976
0.29832255762086674,-0.05890130130962074
0.30457741017258755,-0.060170374418118094
0.31075413948596053,-0.061773428246645785
0.31682576685338215,-0.06373821367394637
0.32280593682651904,-0.06597238726116375
0.3287122947190296,-0.06839848248553247
0.33458208855130145,-0.07091430957317767
0.3404480228818363,-0.07343972176012695
0.3463146765323188,-0.07596336881230532
0.3522002348542317,-0.07844213299092
0.35812254002016297,-0.08083191360921065
0.36409582817007613,-0.08308908859045604
0.37013114041036155,-0.0851705491148314
0.3762139809433184,-0.08711874336636409
0.382336892284497,-0.08893129900891907
0.38849610097602166,-0.09061726206258301
0.3946873530215263,-0.09218180454866284
0.4009064723730449,-0.09363194064462398
0.4071495894276048,-0.09497532507144647
0.41341351316947994,-0.09621833771626188
0.41969532147863736,-0.09736782053069636
0.42599262902515994,-0.0984293236513885
0.4323035441586615,-0.09940682718865072
0.4386263281904201,-0.10030452328907152
0.4449593022395472,-0.10112746428029629
0.451301482763576,-0.10187615956201183
0.45765173413880894,-0.10255310122757202
0.46400915109818447,-0.10315908007428126
0.4703730805340337,-0.10369215536485227
0.47674269464089575,-0.10415217537319078
0.4831172171233893,-0.10453658510911024
0.48949538394058795,-0.1048469176554892
0.4958778203640274,-0.10508691220230314
0.5022618794800563,-0.10524865083023517
0.5086474805925476,-0.10532969361346493
0.5150335757174964,-0.10532632320461852
0.5214190159426509,-0.10523592305114622
0.5278026406974861,-0.10505870961425556
0.5341830764002344,-0.10479085573898558
0.540559194193012,-0.10443441623542944
0.5469296535346647,-0.10398825435862312
0.553292381097644,-0.10344286536116663
0.5596469809276463,-0.10280889173889984
0.5659919592762301,-0.10208502934904838
0.5723267403261878,-0.10127652907399456
0.5786505701844764,-0.10038631620022076
0.584960242733945,-0.09940135385599683
0.5912567699839384,-0.09833509578090947
0.5975370914856323,-0.09717787009230495
0.6038027733990442,-0.0959414388714128
0.610051403219656,-0.09462392486317321
0.6162856049618083,-0.09323884271756382
0.6225046278963791,-0.09178739925307242
0.6287098178649791,-0.09027652289121353
0.6348998308675847,-0.08870562829420738
0.6410753344120518,-0.08707843956598148
0.6472358736176078,-0.08539545629481211
0.6533808487690066,-0.0836565025383141
0.659509160039086,-0.0818597332862187
0.6656196841602687,-0.08000340067961098
0.6717095782822814,-0.07808058311247633
0.6777781832765455,-0.07609158966755399
0.6838108153526362,-0.0739968678132492
0.6898500572381382,-0.07192000319796164
0.6957954003322034,-0.0695952233039247
0.7018513305784368,-0.06758158067123486
0.7077903532203966,-0.06524655916574038
0.7137282693003628,-0.06289608738479947
0.7196442320465863,-0.06048923285699516
0.7255348758677944,-0.058022752093477445
0.7314002427003524,-0.055496577476750825
0.7372396639756651,-0.052910970814406724
0.7430525220202809,-0.05026620200291969
